8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,4,0,0,0,0,4,9,4,0,0,0,0,4,0,4,7,4,4,10
7,3,5,9,9,7,3,9,3,7,9,9,9,3,6,3,7,4,4,5
7,3,5,6,3,7,1,9,1,7,4,0,0,4,7,3,7,6,3,5
7,4,0,0,4,6,4,0,4,0,4,9,6,1,7,3,7,6,1,5
7,3,5,8,8,8,8,8,8,8,8,1,9,1,7,3,7,6,1,5
7,4,0,4,0,0,0,4,4,4,7,1,9,1,7,3,7,24,1,5
7,6,7,3,5,9,7,3,5,3,7,1,9,1,7,3,7,4,4,5
7,8,7,3,5,1,7,3,5,3,7,4,0,4,0,4,0,4,4,5
7,3,7,3,5,1,7,3,5,6,8,8,8,8,8,8,6,1,6,5
7,3,7,4,2,4,7,3,5,7,4,0,0,0,0,4,5,1,6,5
7,3,9,9,7,1,7,3,5,4,1,6,8,8,6,3,5,1,6,5
7,4,2,4,7,1,7,4,0,0,4,7,4,0,7,3,5,4,4,5
7,6,7,3,7,1,7,3,5,8,8,7,3,8,7,3,5,6,3,5
12,0,0,4,0,4,7,4,0,0,0,7,4,0,0,0,0,0,4,5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
