19,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
19,23,23,14,14,14,15,20,20,15,14,20,20,20,23,23,22,20,22,17
19,20,14,14,23,14,23,23,14,22,22,20,20,20,20,20,20,14,14,17
19,15,23,14,23,14,23,24,24,22,22,20,20,20,22,22,22,27,14,17
19,15,23,23,22,14,21,14,14,14,22,20,26,20,22,15,15,15,15,17
19,15,20,20,20,14,14,14,22,14,22,20,23,20,22,15,15,22,14,17
19,15,23,23,23,14,23,14,22,14,22,20,23,20,22,10,22,22,20,17
19,15,23,23,23,14,23,14,22,14,22,20,23,20,22,15,22,22,20,17
19,20,14,20,22,14,15,14,22,14,22,20,23,20,20,20,20,20,14,17
19,22,22,15,23,14,22,14,22,14,14,20,23,22,20,22,20,26,14,17
12,20,23,15,22,14,23,14,22,14,21,14,23,22,15,22,20,23,14,17
19,15,23,15,20,14,23,14,22,14,22,14,14,22,22,22,14,23,14,17
19,15,23,15,23,14,23,14,22,14,22,14,14,14,14,14,14,23,14,17
19,15,23,15,21,14,23,14,22,14,22,14,23,23,23,24,14,23,14,17
19,20,14,20,14,20,23,14,14,14,22,14,20,20,20,24,14,14,14,17
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
