8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
7,4,0,0,0,0,4,9,4,0,0,0,6,0,0,4,7,4,2,10
7,3,5,9,9,7,3,24,3,5,6,6,6,6,7,4,7,1,5,5
7,3,5,6,3,7,4,0,4,0,0,0,4,0,0,4,7,1,5,5
7,4,0,0,4,6,9,9,9,9,9,7,3,5,8,8,7,1,5,5
7,3,5,8,8,8,8,8,8,8,8,7,4,0,0,0,0,4,5,5
7,4,0,4,0,0,0,4,4,4,7,7,3,6,9,9,9,9,6,5
7,6,7,3,5,9,7,3,5,3,7,7,3,6,8,8,8,8,3,5
7,8,7,3,5,1,7,3,5,3,7,7,4,0,0,0,0,0,4,5
7,3,7,3,5,1,7,3,5,6,8,8,8,8,8,8,6,7,3,5
7,3,7,4,2,4,7,3,5,7,4,0,0,0,0,4,5,7,3,5
7,3,9,9,7,1,7,3,5,7,1,6,8,8,6,3,5,7,3,5
7,4,2,4,7,1,7,4,0,0,4,7,4,0,7,3,5,7,3,5
7,6,7,3,7,1,7,3,5,8,8,7,3,8,7,3,5,4,4,5
12,0,0,4,0,4,7,4,0,0,0,7,4,0,0,0,0,4,6,5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
